0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	5	1	5	0	
2	0	0	0	0	0	0	0	0	0	1	0	
3	0	0	0	0	0	0	0	5	1	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
2	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	2	0	
0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	2	0	0	0	4	3	0	0	
0	0	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	2	
0	1	0	0	0	0	0	0	5	2	1	7	
0	0	0	0	0	0	0	0	1	0	0	0	
0	1	0	0	0	0	1	0	1	2	0	4	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	
1	0	0	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	7	0	2	5	
0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	1	0	1	0	0	0	13	6	0	3	
0	0	2	0	0	0	0	0	3	0	1	1	
0	0	1	0	0	0	1	0	2	1	0	6	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	1	0	0	0	0	0	0	0	0	1	0	
1	2	1	0	0	0	0	0	4	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	
2	0	1	1	0	0	0	0	8	3	2	9	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	4	2	0	0	
0	0	1	0	0	0	0	0	2	1	0	1	
0	1	0	0	0	0	0	0	15	6	0	3	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	1	2	0	0	0	0	0	1	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
3	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	0	0	
2	0	0	0	0	0	0	0	0	0	1	1	
0	0	1	2	0	0	0	0	2	2	1	4	
1	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	1	0	0	0	0	5	0	0	0	
2	1	0	0	0	0	0	0	1	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	4	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	1	0	0	0	
1	0	2	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	1	0	0	0	0	0	0	2	0	2	0	
1	0	0	0	0	0	0	0	5	1	0	0	
1	1	0	0	0	0	0	0	2	0	0	0	
0	2	0	0	0	0	0	0	2	0	1	0	
0	0	0	0	1	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	3	1	1	0	
0	0	0	0	0	0	0	0	1	1	0	0	
0	0	0	0	2	0	0	0	3	3	1	0	
0	0	0	0	0	0	0	0	3	0	0	0	
0	1	0	0	0	0	0	0	1	0	1	0	
2	0	0	0	0	0	0	0	0	0	2	0	
0	0	0	0	0	0	0	0	2	5	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	
2	1	0	0	1	0	0	0	0	0	0	1	
0	0	2	0	0	1	0	0	3	1	2	2	
0	2	0	0	0	0	0	0	3	2	1	7	
1	0	0	0	0	0	0	0	5	0	0	3	
0	0	0	0	0	0	0	0	2	1	0	1	
0	1	0	1	0	0	0	0	20	0	1	6	
0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	3	0	0	0	3	0	0	0	
0	0	0	0	0	0	0	0	3	0	0	3	
2	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	10	0	0	3	
1	0	0	0	0	0	0	0	1	0	0	0	
0	1	1	0	0	0	0	0	8	1	2	2	
2	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	1	
0	1	0	0	1	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	1	0	1	
0	0	0	0	0	0	0	0	1	0	0	1	
0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
2	1	0	0	0	0	0	0	2	0	1	0	
2	0	0	0	0	0	0	0	0	0	0	0	
4	0	0	0	0	0	0	0	1	2	0	0	
0	0	0	0	2	1	0	0	10	6	4	0	
0	0	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	7	1	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	1	0	0	0	0	0	0	1	0	0	
0	0	0	0	0	0	0	0	1	0	1	0	
0	0	0	0	0	0	0	0	1	0	0	2	
0	2	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	2	0	0	0	0	0	1	0	
0	0	1	0	0	0	0	0	3	1	1	0	
2	0	1	0	0	0	0	0	5	2	1	0	
0	0	0	0	0	0	0	0	1	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	1	0	0	2	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	1	4	0	
2	0	0	0	0	0	0	0	5	1	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	
2	0	0	0	0	0	0	0	0	1	2	0	
1	0	0	0	0	0	0	0	8	2	0	0	
2	1	0	0	0	0	0	0	1	1	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	2	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	1	0	1	0	1	1	0	0	
0	0	1	0	0	0	0	0	0	0	2	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	
1	0	0	0	0	0	0	0	2	0	1	0	
0	0	0	0	0	0	0	0	4	0	2	0	
1	0	0	0	0	0	0	0	1	0	1	0	
1	0	0	0	0	0	0	0	0	0	0	0	
