0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	3	0	
0	0	2	0	0	0	0	0	2	1	1	0	
0	1	0	1	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	2	0	0	0	0	0	1	1	2	0	0	
0	1	0	0	0	0	0	0	2	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	1	0	0	0	0	0	0	0	1	0	0	
0	1	0	1	0	0	0	0	2	1	0	0	
0	1	0	0	0	0	0	0	4	1	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	0	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	1	0	1	0	
0	0	0	0	0	0	0	0	6	4	0	0	
0	2	0	0	0	0	0	0	6	1	0	0	
0	0	0	0	0	0	0	0	3	1	0	0	
3	0	0	0	0	0	0	0	4	2	0	0	
2	1	1	0	1	1	0	0	7	5	4	0	
0	2	0	0	0	0	0	0	5	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	1	1	0	
0	0	1	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
1	1	0	1	0	0	0	0	4	0	0	0	
0	0	1	0	0	0	0	0	3	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	1	0	0	0	
0	3	0	0	0	0	0	0	2	0	2	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	1	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	1	0	0	0	0	0	0	3	1	3	0	
0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	11	2	0	0	
0	0	0	0	0	0	0	0	2	0	0	0	
0	0	1	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	3	0	0	0	
0	2	0	0	0	0	0	0	1	0	0	0	
